stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,stop_code,stop_desc,stop_url,stop_timezone,wheelchair_boarding,platform_code,区名
S280100074100100,舞多聞東２丁目,34.6631286516264,135.052611099242,Z001950,0,,,,,,,１,垂水区
S280100074100200,舞多聞東２丁目,34.6629290199314,135.052645823137,Z001950,0,,,,,,,２,垂水区
S280100074200100,千代が丘,34.6413081563128,135.049972982625,Z002100,0,,,,,,,１,垂水区
S280100074200300,千代が丘,34.6422021534528,135.050320153664,Z002100,0,,,,,,,３,垂水区
S280100074300100,星が丘,34.64340860986,135.050389564006,Z002110,0,,,,,,,１,垂水区
S280100577800100,雲井通,34.6947677822602,135.198639728513,Z003240,0,,,,,,,１,中央区
S280100577800200,雲井通,34.6944205902093,135.197806469787,Z003240,0,,,,,,,２,中央区
S280100577800300,雲井通,34.6949500501,135.198327251313,Z003240,0,,,,,,,３,中央区
S280100577800400,雲井通,34.6938477500177,135.198882778384,Z003240,0,,,,,,,４,中央区
S280100577900100,仲田南,34.6324723964599,135.050875868092,Z002050,0,,,,,,,１,垂水区
S280100577900200,仲田南,34.6326199498096,135.050945303686,Z002050,0,,,,,,,２,垂水区
S280100578000100,県立兵庫津ミュージアム前,34.6629828009469,135.175864628046,Z004360,0,,,,,,,１,兵庫区
S280100578000200,県立兵庫津ミュージアム前,34.6642587032458,135.17572571397,Z004360,0,,,,,,,２,兵庫区
S280100578100100,鵯越墓園,34.6940206525845,135.139026617851,Z007240,0,,,,,,,,兵庫区
S280100666100100,神戸須磨シーワールド,34.6447465355633,135.127153602751,Z006040,0,,,,,,,１,須磨区
S280100666100200,神戸須磨シーワールド,34.6444948323841,135.127500801182,Z006040,0,,,,,,,２,須磨区
S280100666100300,神戸須磨シーワールド,34.6450937004809,135.125834263004,Z006040,0,,,,,,,３,須磨区
S280100667900100,友が丘高校,34.667460576614,135.103092706391,Z006160,0,,,,,,,,須磨区
S280100668000100,板宿,34.6599011719403,135.133333308824,Z000930,0,,,西,,,,Ａ,須磨区
S280100668100100,板宿,34.6605608398839,135.134687345407,Z000940,0,,,東,,,,Ｂ,須磨区
S280100668200100,板宿,34.6589724855162,135.135381761438,Z001170,0,,,南,,,,Ｅ,須磨区
S280100668200200,板宿,34.6598577946138,135.134722078459,Z001170,0,,,南,,,,Ｃ,須磨区
S280100668200300,板宿,34.65977100007,135.13482623787,Z001170,0,,,南,,,,Ｄ,須磨区
S280100668300100,若草地域交流センター前,34.6900276528498,135.111876289356,Z001570,0,,,,,,,１,須磨区
