区名,Base_mismatch,Base_rank,AgingFocused_mismatch,AgingFocused_rank,Balanced_mismatch,Balanced_rank,DensityFocused_mismatch,DensityFocused_rank,mean_priority_rank,rank_std
西区,1.824438785976093,1,1.870346429389477,1,1.78618241646494,1,1.468428956046624,1,1.0,0.0
垂水区,0.9118511212138031,3,0.9739642890620064,3,0.860090148006967,3,0.9798338444534467,3,3.0,0.0
北区,1.4594995679351928,2,1.859287596630538,2,1.1263428773557382,2,1.0042448179400039,2,2.0,0.0
須磨区,-0.8133097990116215,7,-0.5834376228658203,6,-1.0048699457997894,8,-0.8791372352950838,7,7.0,0.816496580927726
長田区,-0.4967611932572012,5,-0.28469656008359034,5,-0.673481720901877,5,-0.37208114259264696,5,5.0,0.0
東灘区,0.5757411178426595,4,0.27056383540597717,4,0.8300555198732282,4,0.6979050184027764,4,4.0,0.0
灘区,-1.5412793962403066,9,-1.7028648478597859,9,-1.406624853224074,9,-1.4485873299623013,9,9.0,0.0
兵庫区,-0.7895126462777272,6,-0.9026619429211763,7,-0.6952215657415196,6,-0.5105710994790336,6,6.25,0.5
中央区,-1.130667558180895,8,-1.5005011767576275,8,-0.8224728760336176,7,-0.9400358295137896,8,7.75,0.5
